Date,Province,District,Ga.Pa/Na.Pa.,Ward,Protected Area,Confidence,Lat,Lon,YEAR,DOY,T2M_MIN,T2M_MAX,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WD2M,GWETTOP,GWETROOT
4/25/2022,Lumbini,Banke,Rapti Sonari,9,Banke National Park,62,28.2012,81.80732,2022,115,4.89,15.01,9.35,5.37,76.0,0.97,3.61,54.06,0.54,0.5
4/25/2022,Lumbini,Banke,Rapti Sonari,9,Banke National Park,69,28.19962,81.82037,2022,115,4.89,15.01,9.35,5.37,76.0,0.97,3.61,54.06,0.54,0.5
4/25/2022,Lumbini,Banke,Rapti Sonari,8,Banke National Park,54,28.16622,81.84185,2022,115,4.89,15.01,9.35,5.37,76.0,0.97,3.61,54.06,0.54,0.5
4/25/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,20,28.13137,81.87639,2022,115,4.89,15.01,9.35,5.37,76.0,0.97,3.61,54.06,0.54,0.5
4/25/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,32,28.10738,81.99297,2022,115,4.89,15.01,9.35,5.37,76.0,0.97,3.61,54.06,0.54,0.5
4/25/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,41,28.10577,82.00656,2022,115,4.89,15.01,9.35,5.37,76.0,0.97,3.61,54.06,0.54,0.5
4/25/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Park,58,28.03765,82.06437,2022,115,4.89,15.01,9.35,5.37,76.0,0.97,3.61,54.06,0.54,0.5
4/25/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Park,68,28.03151,82.11493,2022,115,4.89,15.01,9.35,5.37,76.0,0.97,3.61,54.06,0.54,0.5
4/25/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Park,59,28.01556,82.16338,2022,115,4.89,15.01,9.35,5.37,76.0,0.97,3.61,54.06,0.54,0.5
4/25/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,38,28.11277,81.937,2022,115,4.89,15.01,9.35,5.37,76.0,0.97,3.61,54.06,0.54,0.5
4/25/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,57,28.11135,81.93163,2022,115,4.89,15.01,9.35,5.37,76.0,0.97,3.61,54.06,0.54,0.5
4/25/2022,Lumbini,Banke,Rapti Sonari,8,Banke National Park,64,28.16996,81.84132,2022,115,4.89,15.01,9.35,5.37,76.0,0.97,3.61,54.06,0.54,0.5
4/25/2022,Lumbini,Banke,Rapti Sonari,9,Banke National Park,48,28.20238,81.8133,2022,115,4.89,15.01,9.35,5.37,76.0,0.97,3.61,54.06,0.54,0.5
4/25/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,76,28.12981,81.9458,2022,115,4.89,15.01,9.35,5.37,76.0,0.97,3.61,54.06,0.54,0.5
4/25/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,54,28.13133,81.93454,2022,115,4.89,15.01,9.35,5.37,76.0,0.97,3.61,54.06,0.54,0.5
4/25/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,41,28.13568,81.95322,2022,115,4.89,15.01,9.35,5.37,76.0,0.97,3.61,54.06,0.54,0.5
4/25/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,100,28.13715,81.94193,2022,115,4.89,15.01,9.35,5.37,76.0,0.97,3.61,54.06,0.54,0.5
4/25/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,76,28.14644,81.94367,2022,115,4.89,15.01,9.35,5.37,76.0,0.97,3.61,54.06,0.54,0.5
4/25/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,69,28.21613,81.92094,2022,115,4.89,15.01,9.35,5.37,76.0,0.97,3.61,54.06,0.54,0.5
4/14/2022,Lumbini,Banke,Rapti Sonari,9,Banke National Park,58,28.24748,81.80894,2022,104,6.25,15.77,11.57,7.51,89.75,2.88,3.14,294.94,0.62,0.53
4/16/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Park,49,28.05855,82.08949,2022,106,-0.94,13.6,6.22,3.72,68.44,0.0,3.9,58.88,0.55,0.52
4/16/2022,Lumbini,Banke,Rapti Sonari,9,Banke National Park,42,28.2254,81.80957,2022,106,-0.94,13.6,6.22,3.72,68.44,0.0,3.9,58.88,0.55,0.52
4/18/2022,Lumbini,Banke,Kohalpur,13,Banke National Park,21,28.25117,81.79407,2022,108,0.83,16.28,8.75,4.46,66.38,0.0,2.81,81.19,0.53,0.52
4/18/2022,Lumbini,Banke,Kohalpur,13,Banke National Park,25,28.25166,81.78799,2022,108,0.83,16.28,8.75,4.46,66.38,0.0,2.81,81.19,0.53,0.52
4/18/2022,Lumbini,Banke,Kohalpur,13,Banke National Park,76,28.24836,81.78475,2022,108,0.83,16.28,8.75,4.46,66.38,0.0,2.81,81.19,0.53,0.52
4/18/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Park,71,28.05088,82.01906,2022,108,0.83,16.28,8.75,4.46,66.38,0.0,2.81,81.19,0.53,0.52
4/18/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Park,33,28.04734,82.14896,2022,108,0.83,16.28,8.75,4.46,66.38,0.0,2.81,81.19,0.53,0.52
4/19/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Park,75,28.05843,82.0962,2022,109,2.76,14.89,8.28,4.03,62.56,0.0,4.47,53.88,0.53,0.52
4/19/2022,Lumbini,Banke,Rapti Sonari,9,Banke National Park,78,28.23108,81.8299,2022,109,2.76,14.89,8.28,4.03,62.56,0.0,4.47,53.88,0.53,0.52
4/20/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Park,50,28.06082,82.10458,2022,110,2.72,15.98,9.37,4.76,69.38,0.0,4.34,39.88,0.53,0.51
4/20/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Park,70,28.03813,82.14021,2022,110,2.72,15.98,9.37,4.76,69.38,0.0,4.34,39.88,0.53,0.51
4/20/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Park,46,28.0395,82.15028,2022,110,2.72,15.98,9.37,4.76,69.38,0.0,4.34,39.88,0.53,0.51
4/20/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Nikunja Central Region,34,28.0171,81.98746,2022,110,2.72,15.98,9.37,4.76,69.38,0.0,4.34,39.88,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Park,54,28.03197,82.1735,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Park,71,28.03344,82.16343,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Park,21,28.04085,82.17515,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Park,37,28.0585,82.11652,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Park,60,28.07309,82.01585,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,56,28.07454,82.00579,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Park,55,28.07588,82.06424,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Park,83,28.07733,82.05413,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Park,81,28.07878,82.04407,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,40,28.1629,81.90405,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,65,28.16726,81.87364,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Baijanath,1,Banke National Park,43,28.30156,81.70625,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Park,46,28.03057,82.15881,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,43,28.10435,81.97826,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,52,28.10225,81.95361,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,70,28.1094,81.97053,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Kohalpur,13,Banke National Park,45,28.27935,81.73352,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,67,28.15431,81.89115,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,73,28.15356,81.88472,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Kohalpur,13,Banke National Park,48,28.28941,81.78575,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,44,28.15985,81.90666,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Kohalpur,13,Banke National Park,41,28.27319,81.76686,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Kohalpur,13,Banke National Park,56,28.27632,81.74644,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,9,Banke National Park,77,28.27123,81.8396,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,55,28.10372,81.96986,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/23/2022,Lumbini,Banke,Rapti Sonari,2,Banke National Park,71,28.16145,81.89625,2022,113,3.74,17.1,10.48,4.94,66.0,0.0,5.59,84.31,0.53,0.51
4/22/2022,Lumbini,Banke,Rapti Sonari,1,Banke National Park,60,28.07709,82.05035,2022,112,4.29,15.82,9.73,5.8,78.25,0.23,5.77,73.0,0.53,0.51
4/23/2022,Lumbini,Bardiya,Bardiya National Park,99,Banke National Park,17,28.33348,81.67912,2022,113,25.12,42.05,33.08,8.97,33.56,0.0,4.53,310.69,0.12,0.59
4/23/2022,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,40,28.3661,81.64064,2022,113,25.12,42.05,33.08,8.97,33.56,0.0,4.53,310.69,0.12,0.59
4/23/2022,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,65,28.40456,81.56333,2022,113,25.12,42.05,33.08,8.97,33.56,0.0,4.53,310.69,0.12,0.59
4/23/2022,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,56,28.42757,81.39883,2022,113,25.12,42.05,33.08,8.97,33.56,0.0,4.53,310.69,0.12,0.59
4/23/2022,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,62,28.42902,81.38848,2022,113,25.12,42.05,33.08,8.97,33.56,0.0,4.53,310.69,0.12,0.59
4/23/2022,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,79,28.38529,81.45983,2022,113,25.12,42.05,33.08,8.97,33.56,0.0,4.53,310.69,0.12,0.59
4/23/2022,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,75,28.41003,81.65833,2022,113,25.12,42.05,33.08,8.97,33.56,0.0,4.53,310.69,0.12,0.59
4/23/2022,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,56,28.41156,81.64832,2022,113,25.12,42.05,33.08,8.97,33.56,0.0,4.53,310.69,0.12,0.59
4/23/2022,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,47,28.31135,81.57196,2022,113,25.12,42.05,33.08,8.97,33.56,0.0,4.53,310.69,0.12,0.59
4/23/2022,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,34,28.37659,81.50095,2022,113,25.12,42.05,33.08,8.97,33.56,0.0,4.53,310.69,0.12,0.59
4/23/2022,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,61,28.38227,81.49577,2022,113,25.12,42.05,33.08,8.97,33.56,0.0,4.53,310.69,0.12,0.59
4/23/2022,Lumbini,Bardiya,Bardiya National Park,99,Bardiya National Park,38,28.39583,81.49233,2022,113,25.12,42.05,33.08,8.97,33.56,0.0,4.53,310.69,0.12,0.59
4/23/2022,Lumbini,Bardiya,Bansagadhi,2,Bardiya National Nikunja Intermediate Region,48,28.29636,81.62505,2022,113,25.12,42.05,33.08,8.97,33.56,0.0,4.53,310.69,0.12,0.59
5/11/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,21,28.13614,81.92135,2023,131,10.71,21.1,15.76,8.36,77.12,1.07,3.23,108.06,0.55,0.5
5/11/2023,Lumbini,Banke,Rapti Sonari,9,Banke National Park,57,28.18734,81.7778,2023,131,10.71,21.1,15.76,8.36,77.12,1.07,3.23,108.06,0.55,0.5
5/11/2023,Lumbini,Banke,Rapti Sonari,8,Banke National Park,63,28.14403,81.82038,2023,131,10.71,21.1,15.76,8.36,77.12,1.07,3.23,108.06,0.55,0.5
5/11/2023,Lumbini,Banke,Rapti Sonari,8,Banke National Park,60,28.14584,81.83853,2023,131,10.71,21.1,15.76,8.36,77.12,1.07,3.23,108.06,0.55,0.5
5/11/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,77,28.14122,81.91273,2023,131,10.71,21.1,15.76,8.36,77.12,1.07,3.23,108.06,0.55,0.5
5/11/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,69,28.14408,81.90091,2023,131,10.71,21.1,15.76,8.36,77.12,1.07,3.23,108.06,0.55,0.5
5/11/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,73,28.14594,81.91862,2023,131,10.71,21.1,15.76,8.36,77.12,1.07,3.23,108.06,0.55,0.5
5/11/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,82,28.10053,81.94429,2023,131,10.71,21.1,15.76,8.36,77.12,1.07,3.23,108.06,0.55,0.5
5/11/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,74,28.10238,81.96248,2023,131,10.71,21.1,15.76,8.36,77.12,1.07,3.23,108.06,0.55,0.5
5/11/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,71,28.0549,81.96922,2023,131,10.71,21.1,15.76,8.36,77.12,1.07,3.23,108.06,0.55,0.5
5/11/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,66,28.05671,81.98757,2023,131,10.71,21.1,15.76,8.36,77.12,1.07,3.23,108.06,0.55,0.5
5/11/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,56,28.06167,81.97391,2023,131,10.71,21.1,15.76,8.36,77.12,1.07,3.23,108.06,0.55,0.5
5/11/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,55,28.04978,81.97542,2023,131,10.71,21.1,15.76,8.36,77.12,1.07,3.23,108.06,0.55,0.5
5/14/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,60,28.09075,81.98206,2023,134,8.59,20.69,15.23,7.26,70.38,0.49,3.47,102.06,0.5,0.48
5/14/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,54,28.16015,81.8686,2023,134,8.59,20.69,15.23,7.26,70.38,0.49,3.47,102.06,0.5,0.48
5/14/2023,Lumbini,Banke,Kohalpur,2,Banke National Park,82,28.26422,81.71905,2023,134,8.59,20.69,15.23,7.26,70.38,0.49,3.47,102.06,0.5,0.48
5/14/2023,Lumbini,Banke,Kohalpur,13,Banke National Park,50,28.26772,81.74803,2023,134,8.59,20.69,15.23,7.26,70.38,0.49,3.47,102.06,0.5,0.48
5/14/2023,Lumbini,Banke,Kohalpur,2,Banke National Park,88,28.27053,81.72611,2023,134,8.59,20.69,15.23,7.26,70.38,0.49,3.47,102.06,0.5,0.48
5/14/2023,Lumbini,Banke,Kohalpur,2,Banke National Park,89,28.27193,81.71516,2023,134,8.59,20.69,15.23,7.26,70.38,0.49,3.47,102.06,0.5,0.48
5/15/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,60,28.16859,81.882,2023,135,10.15,20.86,15.69,7.75,72.62,0.77,3.84,249.62,0.51,0.48
5/15/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,64,28.16056,81.88588,2023,135,10.15,20.86,15.69,7.75,72.62,0.77,3.84,249.62,0.51,0.48
5/15/2023,Lumbini,Banke,Rapti Sonari,1,Banke National Park,77,28.05006,82.01443,2023,135,10.15,20.86,15.69,7.75,72.62,0.77,3.84,249.62,0.51,0.48
5/15/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,65,28.0691,81.95792,2023,135,10.15,20.86,15.69,7.75,72.62,0.77,3.84,249.62,0.51,0.48
5/15/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,85,28.07806,81.95617,2023,135,10.15,20.86,15.69,7.75,72.62,0.77,3.84,249.62,0.51,0.48
5/15/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,76,28.0765,81.94592,2023,135,10.15,20.86,15.69,7.75,72.62,0.77,3.84,249.62,0.51,0.48
5/15/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,34,28.13789,81.98085,2023,135,10.15,20.86,15.69,7.75,72.62,0.77,3.84,249.62,0.51,0.48
5/15/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,18,28.14529,81.96902,2023,135,10.15,20.86,15.69,7.75,72.62,0.77,3.84,249.62,0.51,0.48
5/15/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,80,28.15053,81.88255,2023,135,10.15,20.86,15.69,7.75,72.62,0.77,3.84,249.62,0.51,0.48
5/15/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,72,28.15951,81.88087,2023,135,10.15,20.86,15.69,7.75,72.62,0.77,3.84,249.62,0.51,0.48
5/15/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,54,28.17322,81.91026,2023,135,10.15,20.86,15.69,7.75,72.62,0.77,3.84,249.62,0.51,0.48
5/15/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,41,28.18804,81.88649,2023,135,10.15,20.86,15.69,7.75,72.62,0.77,3.84,249.62,0.51,0.48
5/15/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,47,28.19729,81.88976,2023,135,10.15,20.86,15.69,7.75,72.62,0.77,3.84,249.62,0.51,0.48
5/15/2023,Lumbini,Banke,Rapti Sonari,8,Banke National Park,73,28.1957,81.87941,2023,135,10.15,20.86,15.69,7.75,72.62,0.77,3.84,249.62,0.51,0.48
5/15/2023,Lumbini,Banke,Kohalpur,2,Banke National Park,77,28.26241,81.70993,2023,135,10.15,20.86,15.69,7.75,72.62,0.77,3.84,249.62,0.51,0.48
5/15/2023,Lumbini,Banke,Kohalpur,2,Banke National Park,88,28.27302,81.71854,2023,135,10.15,20.86,15.69,7.75,72.62,0.77,3.84,249.62,0.51,0.48
5/15/2023,Lumbini,Banke,Baijanath,4,Banke National Park,84,28.27141,81.70816,2023,135,10.15,20.86,15.69,7.75,72.62,0.77,3.84,249.62,0.51,0.48
6/8/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,62,28.18426,81.92972,2023,159,13.23,25.87,20.07,9.89,70.12,0.78,2.62,44.06,0.45,0.44
5/22/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,75,28.07571,81.94172,2023,142,14.43,25.38,19.47,9.89,72.06,1.0,4.48,107.81,0.5,0.48
5/22/2023,Lumbini,Banke,Baijanath,1,Banke National Park,74,28.28636,81.688,2023,142,14.43,25.38,19.47,9.89,72.06,1.0,4.48,107.81,0.5,0.48
5/22/2023,Lumbini,Banke,Kohalpur,13,Banke National Park,79,28.28388,81.73198,2023,142,14.43,25.38,19.47,9.89,72.06,1.0,4.48,107.81,0.5,0.48
5/16/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,36,28.19307,81.89771,2023,136,7.28,15.01,11.26,5.55,69.44,0.08,6.68,292.38,0.5,0.48
5/17/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,60,28.12958,81.95078,2023,137,5.15,15.09,10.09,4.88,67.06,0.02,5.52,312.75,0.49,0.48
5/17/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,43,28.13098,81.93483,2023,137,5.15,15.09,10.09,4.88,67.06,0.02,5.52,312.75,0.49,0.48
5/17/2023,Lumbini,Banke,Rapti Sonari,9,Banke National Park,69,28.2002,81.80214,2023,137,5.15,15.09,10.09,4.88,67.06,0.02,5.52,312.75,0.49,0.48
5/17/2023,Lumbini,Banke,Rapti Sonari,9,Banke National Park,35,28.19744,81.78702,2023,137,5.15,15.09,10.09,4.88,67.06,0.02,5.52,312.75,0.49,0.48
5/17/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,82,28.13789,81.93832,2023,137,5.15,15.09,10.09,4.88,67.06,0.02,5.52,312.75,0.49,0.48
5/17/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,60,28.16051,81.89753,2023,137,5.15,15.09,10.09,4.88,67.06,0.02,5.52,312.75,0.49,0.48
5/17/2023,Lumbini,Banke,Rapti Sonari,8,Banke National Park,80,28.16242,81.84846,2023,137,5.15,15.09,10.09,4.88,67.06,0.02,5.52,312.75,0.49,0.48
5/17/2023,Lumbini,Banke,Rapti Sonari,8,Banke National Park,69,28.17562,81.87009,2023,137,5.15,15.09,10.09,4.88,67.06,0.02,5.52,312.75,0.49,0.48
5/17/2023,Lumbini,Banke,Rapti Sonari,8,Banke National Park,82,28.17186,81.84649,2023,137,5.15,15.09,10.09,4.88,67.06,0.02,5.52,312.75,0.49,0.48
5/21/2023,Lumbini,Banke,Rapti Sonari,9,Banke National Park,66,28.18762,81.79694,2023,141,12.01,22.91,18.01,10.19,80.44,0.42,4.68,85.19,0.5,0.48
5/21/2023,Lumbini,Banke,Rapti Sonari,8,Banke National Park,71,28.17263,81.83628,2023,141,12.01,22.91,18.01,10.19,80.44,0.42,4.68,85.19,0.5,0.48
5/21/2023,Lumbini,Banke,Kohalpur,13,Banke National Park,37,28.27605,81.73302,2023,141,12.01,22.91,18.01,10.19,80.44,0.42,4.68,85.19,0.5,0.48
5/21/2023,Lumbini,Banke,Baijanath,4,Banke National Nikunja Central Region,65,28.25867,81.70184,2023,141,12.01,22.91,18.01,10.19,80.44,0.42,4.68,85.19,0.5,0.48
6/3/2023,Lumbini,Banke,Baijanath,4,Banke National Park,55,28.28311,81.71043,2023,154,5.96,18.55,12.93,4.82,55.75,0.0,3.25,74.94,0.46,0.45
6/3/2023,Lumbini,Banke,Baijanath,1,Banke National Park,61,28.28171,81.69975,2023,154,5.96,18.55,12.93,4.82,55.75,0.0,3.25,74.94,0.46,0.45
6/17/2023,Lumbini,Banke,Rapti Sonari,8,Banke National Park,78,28.19962,81.82849,2023,168,12.4,23.17,18.69,9.7,74.38,0.7,2.42,251.56,0.48,0.44
4/20/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,69,28.11513,81.97074,2023,110,3.67,13.94,8.95,5.74,81.75,1.17,5.45,78.38,0.57,0.52
4/20/2023,Lumbini,Banke,Rapti Sonari,1,Banke National Park,79,28.01005,82.14577,2023,110,3.67,13.94,8.95,5.74,81.75,1.17,5.45,78.38,0.57,0.52
4/23/2023,Lumbini,Banke,Rapti Sonari,1,Banke National Park,73,28.03591,82.04648,2023,113,10.92,17.89,13.67,7.39,77.38,2.49,3.55,220.69,0.56,0.51
4/23/2023,Lumbini,Banke,Rapti Sonari,1,Banke National Park,70,28.03838,82.03271,2023,113,10.92,17.89,13.67,7.39,77.38,2.49,3.55,220.69,0.56,0.51
4/22/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,67,28.12352,81.9668,2023,112,6.73,21.47,14.39,6.96,70.44,0.18,5.49,147.81,0.53,0.51
4/28/2023,Lumbini,Banke,Kohalpur,13,Banke National Park,60,28.28799,81.76585,2023,118,3.68,15.94,9.91,5.55,73.19,4.01,4.09,132.19,0.54,0.51
5/9/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,79,28.11458,81.9039,2023,129,5.62,19.15,12.83,5.55,64.5,0.0,7.17,133.12,0.52,0.5
5/10/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,80,28.1194,81.91372,2023,130,7.71,18.55,13.39,7.57,79.44,1.64,4.13,183.75,0.52,0.5
5/10/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,50,28.13127,81.91639,2023,130,7.71,18.55,13.39,7.57,79.44,1.64,4.13,183.75,0.52,0.5
5/10/2023,Lumbini,Banke,Kohalpur,13,Banke National Park,64,28.24635,81.73666,2023,130,7.71,18.55,13.39,7.57,79.44,1.64,4.13,183.75,0.52,0.5
5/10/2023,Lumbini,Banke,Rapti Sonari,9,Banke National Park,45,28.2183,81.83022,2023,130,7.71,18.55,13.39,7.57,79.44,1.64,4.13,183.75,0.52,0.5
5/10/2023,Lumbini,Banke,Rapti Sonari,8,Banke National Park,42,28.19098,81.82518,2023,130,7.71,18.55,13.39,7.57,79.44,1.64,4.13,183.75,0.52,0.5
5/10/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,44,28.13054,81.91553,2023,130,7.71,18.55,13.39,7.57,79.44,1.64,4.13,183.75,0.52,0.5
5/10/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,89,28.10238,81.91333,2023,130,7.71,18.55,13.39,7.57,79.44,1.64,4.13,183.75,0.52,0.5
5/10/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,67,28.09185,81.91567,2023,130,7.71,18.55,13.39,7.57,79.44,1.64,4.13,183.75,0.52,0.5
5/10/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,75,28.04722,81.97115,2023,130,7.71,18.55,13.39,7.57,79.44,1.64,4.13,183.75,0.52,0.5
5/10/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,60,28.04334,81.97733,2023,130,7.71,18.55,13.39,7.57,79.44,1.64,4.13,183.75,0.52,0.5
5/10/2023,Lumbini,Banke,Rapti Sonari,1,Banke National Park,34,27.99312,82.18156,2023,130,7.71,18.55,13.39,7.57,79.44,1.64,4.13,183.75,0.52,0.5
5/10/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,90,28.09754,81.92143,2023,130,7.71,18.55,13.39,7.57,79.44,1.64,4.13,183.75,0.52,0.5
5/10/2023,Lumbini,Banke,Rapti Sonari,2,Banke National Park,24,28.09607,81.91137,2023,130,7.71,18.55,13.39,7.57,79.44,1.64,4.13,183.75,0.52,0.5
