Date,Province,District,Ga.Pa/Na.Pa.,Ward,Protected Area,Confidence,Lat,Lon,YEAR,DOY,T2M_MIN,T2M_MAX,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WD2M,GWETTOP,GWETROOT
11/22/2023,far west,Darchula,Byas,1,Api Nampa Conservation Area,43,30.16864,80.86771,2023,326,-2.6,13.22,4.19,3.54,50.38,0.0,2.21,106.31,0.5,0.53
5/7/2023,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,34,29.79017,80.81085,2023,127,0.97,12.07,6.33,5.13,62.25,0.01,2.65,180.38,0.64,0.61
5/7/2023,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,37,29.7917,80.81548,2023,127,0.97,12.07,6.33,5.13,62.25,0.01,2.65,180.38,0.64,0.61
2/18/2023,far west,Darchula,Marma,4,Api Nampa Conservation Area,45,29.75436,80.79342,2023,49,-1.57,14.93,6.08,3.23,40.38,0.0,2.77,195.88,0.62,0.59
2/18/2023,far west,Darchula,Marma,4,Api Nampa Conservation Area,67,29.76325,80.78722,2023,49,-1.57,14.93,6.08,3.23,40.38,0.0,2.77,195.88,0.62,0.59
2/18/2023,far west,Darchula,Marma,4,Api Nampa Conservation Area,82,29.76179,80.77706,2023,49,-1.57,14.93,6.08,3.23,40.38,0.0,2.77,195.88,0.62,0.59
2/13/2023,far west,Darchula,Byas,2,Api Nampa Conservation Area,52,29.95972,80.70621,2023,44,-10.24,11.47,0.47,1.89,35.69,0.0,3.32,132.88,0.63,0.6
2/14/2023,far west,Darchula,Byas,2,Api Nampa Conservation Area,46,29.93878,80.72987,2023,45,-3.12,11.15,3.48,2.87,41.56,0.0,2.52,148.69,0.62,0.6
2/15/2023,far west,Darchula,Mahakali,2,Api Nampa Conservation Area,55,29.82184,80.61507,2023,46,-2.99,12.63,3.78,2.87,41.94,0.0,2.89,123.88,0.62,0.6
3/4/2023,far west,Darchula,Apihimal,3,Api Nampa Conservation Area,43,29.79311,80.97124,2023,63,-1.69,9.06,3.08,4.15,63.88,0.0,2.48,146.0,0.57,0.57
3/4/2023,far west,Darchula,Apihimal,3,Api Nampa Conservation Area,53,29.7917,80.96082,2023,63,-1.69,9.06,3.08,4.15,63.88,0.0,2.48,146.0,0.57,0.57
3/11/2023,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,88,29.80346,80.77222,2023,70,-0.82,10.82,3.99,4.94,69.88,0.0,2.34,135.69,0.55,0.56
2/5/2023,far west,Darchula,Dunhu,5,Api Nampa Conservation Area,41,29.8596,80.62542,2023,36,-7.43,7.39,-0.31,3.05,60.06,0.0,2.24,140.5,0.65,0.62
2/4/2023,far west,Darchula,Mahakali,2,Api Nampa Conservation Area,40,29.81415,80.60434,2023,35,-7.7,6.87,-0.63,2.93,58.38,0.0,2.68,103.69,0.65,0.62
2/4/2023,far west,Darchula,Mahakali,2,Api Nampa Conservation Area,40,29.81415,80.60434,2023,35,-7.7,6.87,-0.63,2.93,58.38,0.0,2.68,103.69,0.65,0.62
1/22/2023,far west,Darchula,Naugad,2,Api Nampa Conservation Area,44,29.80978,80.64608,2023,22,-7.7,3.44,-2.98,2.5,60.0,0.02,2.35,137.69,0.64,0.61
1/22/2023,far west,Darchula,Naugad,2,Api Nampa Conservation Area,41,29.8155,80.63452,2023,22,-7.7,3.44,-2.98,2.5,60.0,0.02,2.35,137.69,0.64,0.61
1/17/2023,far west,Darchula,Apihimal,2,Api Nampa Conservation Area,52,29.82435,80.85977,2023,17,-7.7,1.19,-4.5,1.95,52.31,0.0,2.04,132.12,0.65,0.62
1/12/2023,far west,Darchula,Apihimal,2,Api Nampa Conservation Area,68,29.86987,80.80955,2023,12,-5.88,1.79,-2.6,3.42,76.31,0.05,2.53,181.31,0.66,0.62
12/18/2022,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,42,29.87759,80.7345,2022,352,-3.01,8.62,1.98,2.75,43.94,0.0,2.02,100.0,0.7,0.66
12/12/2022,far west,Darchula,Dunhu,4,Api Nampa Conservation Area,61,29.86036,80.60372,2022,346,-0.7,8.98,2.53,2.08,31.94,0.14,1.68,108.81,0.71,0.66
10/29/2021,far west,Darchula,Apihimal,1,Api Nampa Conservation Area,61,29.91022,80.97755,2021,302,-5.61,9.91,1.6,3.6,60.44,0.0,2.41,95.25,0.79,0.77
4/9/2021,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,79,29.803,80.762,2021,99,-1.49,12.36,5.17,2.14,30.25,0.0,3.12,159.88,0.37,0.47
4/9/2021,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,73,29.805,80.75,2021,99,-1.49,12.36,5.17,2.14,30.25,0.0,3.12,159.88,0.37,0.47
4/9/2021,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,40,29.809,80.757,2021,99,-1.49,12.36,5.17,2.14,30.25,0.0,3.12,159.88,0.37,0.47
4/9/2021,far west,Darchula,Apihimal,5,Api Nampa Conservation Area,28,29.774,81.0,2021,99,-1.49,12.36,5.17,2.14,30.25,0.0,3.12,159.88,0.37,0.47
4/11/2021,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,64,29.788,80.803,2021,101,0.37,13.12,6.13,2.44,29.75,0.0,2.77,146.69,0.36,0.47
4/11/2021,far west,Darchula,Marma,1,Api Nampa Conservation Area,50,29.791,80.846,2021,101,0.37,13.12,6.13,2.44,29.75,0.0,2.77,146.69,0.36,0.47
4/13/2021,far west,Darchula,Marma,5,Api Nampa Conservation Area,100,29.767,80.757,2021,103,-1.33,15.48,7.08,3.23,42.19,0.0,2.54,149.75,0.36,0.46
4/13/2021,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,40,29.817,80.796,2021,103,-1.33,15.48,7.08,3.23,42.19,0.0,2.54,149.75,0.36,0.46
4/14/2021,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,85,29.809,80.78,2021,104,1.91,14.81,7.48,4.09,45.5,0.0,3.34,164.12,0.35,0.46
4/14/2021,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,72,29.813,80.799,2021,104,1.91,14.81,7.48,4.09,45.5,0.0,3.34,164.12,0.35,0.46
4/14/2021,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,76,29.8,80.798,2021,104,1.91,14.81,7.48,4.09,45.5,0.0,3.34,164.12,0.35,0.46
4/14/2021,far west,Darchula,Apihimal,4,Api Nampa Conservation Area,35,29.809,80.881,2021,104,1.91,14.81,7.48,4.09,45.5,0.0,3.34,164.12,0.35,0.46
4/14/2021,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,44,29.803,80.797,2021,104,1.91,14.81,7.48,4.09,45.5,0.0,3.34,164.12,0.35,0.46
4/14/2021,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,100,29.801,80.787,2021,104,1.91,14.81,7.48,4.09,45.5,0.0,3.34,164.12,0.35,0.46
2/25/2021,far west,Darchula,Marma,1,Api Nampa Conservation Area,75,29.763,80.848,2021,56,-4.6,10.84,2.74,2.26,37.25,0.0,2.85,131.12,0.43,0.5
2/25/2021,far west,Darchula,Marma,1,Api Nampa Conservation Area,57,29.767,80.829,2021,56,-4.6,10.84,2.74,2.26,37.25,0.0,2.85,131.12,0.43,0.5
2/26/2021,far west,Darchula,Marma,1,Api Nampa Conservation Area,52,29.764,80.849,2021,57,-2.72,12.18,3.91,2.56,37.62,0.08,2.91,153.94,0.42,0.5
3/2/2021,far west,Darchula,Apihimal,3,Api Nampa Conservation Area,29,29.802,80.969,2021,61,-6.09,12.17,2.23,1.77,31.56,0.0,2.82,125.94,0.43,0.49
1/31/2021,far west,Darchula,Apihimal,3,Api Nampa Conservation Area,24,29.816,80.991,2021,31,-7.52,5.37,-2.33,1.59,35.5,0.0,2.4,100.75,0.48,0.52
1/27/2021,far west,Darchula,Naugad,3,Api Nampa Conservation Area,33,29.774,80.675,2021,27,-8.02,4.54,-2.99,0.98,24.25,0.0,2.28,119.25,0.5,0.52
1/27/2021,far west,Darchula,Naugad,3,Api Nampa Conservation Area,79,29.773,80.665,2021,27,-8.02,4.54,-2.99,0.98,24.25,0.0,2.28,119.25,0.5,0.52
3/21/2021,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,92,29.8,80.809,2021,80,-1.1,12.59,4.86,3.78,51.19,0.0,2.65,134.44,0.4,0.48
3/21/2021,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,26,29.798,80.824,2021,80,-1.1,12.59,4.86,3.78,51.19,0.0,2.65,134.44,0.4,0.48
3/21/2021,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,83,29.8,80.802,2021,80,-1.1,12.59,4.86,3.78,51.19,0.0,2.65,134.44,0.4,0.48
3/21/2021,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,82,29.798,80.819,2021,80,-1.1,12.59,4.86,3.78,51.19,0.0,2.65,134.44,0.4,0.48
3/21/2021,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,71,29.791,80.807,2021,80,-1.1,12.59,4.86,3.78,51.19,0.0,2.65,134.44,0.4,0.48
1/21/2021,far west,Darchula,Apihimal,2,Api Nampa Conservation Area,55,29.868,80.833,2021,21,-10.97,9.65,-0.75,1.28,28.12,0.0,3.36,157.5,0.52,0.52
1/14/2021,far west,Darchula,Mahakali,2,Api Nampa Conservation Area,48,29.822,80.612,2021,14,-0.64,11.65,4.0,1.83,25.25,0.0,2.05,181.5,0.54,0.53
1/1/2021,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,90,29.819,80.749,2021,1,-3.09,6.81,0.54,1.1,20.0,0.0,1.71,119.56,0.47,0.52
12/31/2020,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,50,29.813,80.78,2020,366,-9.0,5.87,-1.99,0.85,19.81,0.0,2.23,97.88,0.47,0.52
12/26/2020,far west,Darchula,Dunhu,5,Api Nampa Conservation Area,22,29.852,80.621,2020,361,-4.47,6.37,-0.15,1.1,20.44,0.0,1.58,125.25,0.48,0.52
11/8/2020,far west,Darchula,Byas,3,Api Nampa Conservation Area,71,29.921,80.699,2020,313,-3.4,13.42,4.05,1.95,28.38,0.0,2.38,94.88,0.5,0.55
5/25/2020,far west,Darchula,Marma,1,Api Nampa Conservation Area,22,29.759,80.818,2020,146,3.97,14.83,10.01,7.93,71.56,0.0,1.81,167.0,0.87,0.88
3/22/2021,far west,Darchula,Apihimal,6,Api Nampa Conservation Area,26,29.809,80.82,2021,81,-1.95,11.26,4.34,4.09,58.88,0.67,2.7,135.38,0.4,0.48
3/25/2021,far west,Darchula,Marma,5,Api Nampa Conservation Area,81,29.781,80.753,2021,84,-3.92,10.76,3.06,2.81,46.81,0.14,2.48,139.56,0.4,0.48
4/2/2021,far west,Darchula,Apihimal,3,Api Nampa Conservation Area,21,29.792,81.006,2021,92,-3.22,9.94,2.54,1.4,23.38,0.0,3.55,179.44,0.38,0.48
4/5/2021,far west,Darchula,Byas,2,Api Nampa Conservation Area,24,30.029,80.791,2021,95,0.4,12.78,5.65,3.42,41.75,0.0,3.08,146.75,0.37,0.47
4/5/2021,far west,Darchula,Marma,5,Api Nampa Conservation Area,84,29.771,80.757,2021,95,0.4,12.78,5.65,3.42,41.75,0.0,3.08,146.75,0.37,0.47
4/5/2021,far west,Darchula,Marma,5,Api Nampa Conservation Area,49,29.764,80.748,2021,95,0.4,12.78,5.65,3.42,41.75,0.0,3.08,146.75,0.37,0.47
4/4/2021,Lumbini,Banke,Baijanath,1,Banke National Park,48,28.311,81.728,2021,94,-2.06,10.58,4.8,4.09,78.19,0.08,5.04,265.31,0.52,0.5
4/4/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,52,28.158,81.973,2021,94,-2.06,10.58,4.8,4.09,78.19,0.08,5.04,265.31,0.52,0.5
4/4/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,98,28.068,82.021,2021,94,-2.06,10.58,4.8,4.09,78.19,0.08,5.04,265.31,0.52,0.5
4/4/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,69,28.021,82.18,2021,94,-2.06,10.58,4.8,4.09,78.19,0.08,5.04,265.31,0.52,0.5
4/4/2021,Lumbini,Banke,Kohalpur,13,Banke National Park,58,28.29,81.771,2021,94,-2.06,10.58,4.8,4.09,78.19,0.08,5.04,265.31,0.52,0.5
4/4/2021,Lumbini,Banke,Kohalpur,13,Banke National Park,45,28.291,81.761,2021,94,-2.06,10.58,4.8,4.09,78.19,0.08,5.04,265.31,0.52,0.5
4/4/2021,Lumbini,Banke,Kohalpur,13,Banke National Park,30,28.312,81.744,2021,94,-2.06,10.58,4.8,4.09,78.19,0.08,5.04,265.31,0.52,0.5
4/4/2021,Lumbini,Banke,Rapti Sonari,8,Banke National Park,48,28.219,81.884,2021,94,-2.06,10.58,4.8,4.09,78.19,0.08,5.04,265.31,0.52,0.5
4/4/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,35,28.027,82.189,2021,94,-2.06,10.58,4.8,4.09,78.19,0.08,5.04,265.31,0.52,0.5
4/4/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,61,28.029,82.179,2021,94,-2.06,10.58,4.8,4.09,78.19,0.08,5.04,265.31,0.52,0.5
4/4/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,39,28.08,81.95,2021,94,-2.06,10.58,4.8,4.09,78.19,0.08,5.04,265.31,0.52,0.5
4/4/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,33,28.081,81.94,2021,94,-2.06,10.58,4.8,4.09,78.19,0.08,5.04,265.31,0.52,0.5
4/4/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,64,28.108,82.013,2021,94,-2.06,10.58,4.8,4.09,78.19,0.08,5.04,265.31,0.52,0.5
4/4/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,47,28.002,82.174,2021,94,-2.06,10.58,4.8,4.09,78.19,0.08,5.04,265.31,0.52,0.5
4/4/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,81,28.018,82.187,2021,94,-2.06,10.58,4.8,4.09,78.19,0.08,5.04,265.31,0.52,0.5
4/4/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,44,28.024,82.147,2021,94,-2.06,10.58,4.8,4.09,78.19,0.08,5.04,265.31,0.52,0.5
4/4/2021,Lumbini,Banke,Baijanath,1,Bardiya National Park,92,28.333,81.682,2021,94,-2.06,10.58,4.8,4.09,78.19,0.08,5.04,265.31,0.52,0.5
4/2/2021,Lumbini,Banke,Rapti Sonari,9,Banke National Park,46,28.248,81.796,2021,92,0.98,10.78,5.49,4.27,79.31,0.22,5.45,256.88,0.52,0.5
4/2/2021,Lumbini,Banke,Kohalpur,13,Banke National Park,64,28.258,81.794,2021,92,0.98,10.78,5.49,4.27,79.31,0.22,5.45,256.88,0.52,0.5
4/2/2021,Lumbini,Banke,Kohalpur,13,Banke National Park,58,28.257,81.793,2021,92,0.98,10.78,5.49,4.27,79.31,0.22,5.45,256.88,0.52,0.5
4/2/2021,Lumbini,Banke,Kohalpur,13,Banke National Park,73,28.257,81.803,2021,92,0.98,10.78,5.49,4.27,79.31,0.22,5.45,256.88,0.52,0.5
4/2/2021,Lumbini,Banke,Kohalpur,13,Banke National Park,69,28.267,81.809,2021,92,0.98,10.78,5.49,4.27,79.31,0.22,5.45,256.88,0.52,0.5
4/2/2021,Lumbini,Banke,Baijanath,1,Banke National Park,47,28.304,81.702,2021,92,0.98,10.78,5.49,4.27,79.31,0.22,5.45,256.88,0.52,0.5
4/2/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,75,28.1,81.94,2021,92,0.98,10.78,5.49,4.27,79.31,0.22,5.45,256.88,0.52,0.5
4/3/2021,Lumbini,Banke,Baijanath,1,Banke National Park,46,28.305,81.682,2021,93,1.76,10.64,5.51,3.54,67.62,0.01,5.15,251.5,0.52,0.5
4/3/2021,Lumbini,Banke,Kohalpur,13,Banke National Park,51,28.255,81.783,2021,93,1.76,10.64,5.51,3.54,67.62,0.01,5.15,251.5,0.52,0.5
4/3/2021,Lumbini,Banke,Rapti Sonari,9,Banke National Park,45,28.228,81.788,2021,93,1.76,10.64,5.51,3.54,67.62,0.01,5.15,251.5,0.52,0.5
4/3/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,68,28.022,82.13,2021,93,1.76,10.64,5.51,3.54,67.62,0.01,5.15,251.5,0.52,0.5
4/3/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,70,28.023,82.14,2021,93,1.76,10.64,5.51,3.54,67.62,0.01,5.15,251.5,0.52,0.5
4/3/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,46,28.025,82.15,2021,93,1.76,10.64,5.51,3.54,67.62,0.01,5.15,251.5,0.52,0.5
4/3/2021,Lumbini,Banke,Rapti Sonari,8,Banke National Park,45,28.156,81.797,2021,93,1.76,10.64,5.51,3.54,67.62,0.01,5.15,251.5,0.52,0.5
4/3/2021,Lumbini,Banke,Rapti Sonari,8,Banke National Park,80,28.158,81.807,2021,93,1.76,10.64,5.51,3.54,67.62,0.01,5.15,251.5,0.52,0.5
4/1/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,34,28.117,81.919,2021,91,3.52,15.89,10.03,5.37,71.5,0.05,5.12,263.25,0.52,0.5
4/1/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,82,28.109,81.932,2021,91,3.52,15.89,10.03,5.37,71.5,0.05,5.12,263.25,0.52,0.5
4/1/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,77,28.01,82.144,2021,91,3.52,15.89,10.03,5.37,71.5,0.05,5.12,263.25,0.52,0.5
3/29/2021,Lumbini,Banke,Rapti Sonari,9,Banke National Park,53,28.212,81.828,2021,88,7.45,17.96,11.51,6.53,79.19,1.98,5.81,254.25,0.57,0.51
3/29/2021,Lumbini,Banke,Rapti Sonari,8,Banke National Park,72,28.219,81.862,2021,88,7.45,17.96,11.51,6.53,79.19,1.98,5.81,254.25,0.57,0.51
3/29/2021,Lumbini,Banke,Rapti Sonari,8,Banke National Park,85,28.218,81.851,2021,88,7.45,17.96,11.51,6.53,79.19,1.98,5.81,254.25,0.57,0.51
3/29/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,92,28.12,81.953,2021,88,7.45,17.96,11.51,6.53,79.19,1.98,5.81,254.25,0.57,0.51
3/29/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,67,28.119,81.942,2021,88,7.45,17.96,11.51,6.53,79.19,1.98,5.81,254.25,0.57,0.51
3/30/2021,Lumbini,Banke,Rapti Sonari,8,Banke National Park,53,28.218,81.851,2021,89,5.96,20.53,12.88,6.71,73.81,0.0,3.66,281.69,0.54,0.51
3/30/2021,Lumbini,Banke,Rapti Sonari,8,Banke National Park,57,28.21,81.853,2021,89,5.96,20.53,12.88,6.71,73.81,0.0,3.66,281.69,0.54,0.51
3/30/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,24,28.135,81.945,2021,89,5.96,20.53,12.88,6.71,73.81,0.0,3.66,281.69,0.54,0.51
3/31/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,49,28.132,81.935,2021,90,6.44,22.68,14.3,6.04,63.06,0.0,2.37,236.81,0.52,0.51
3/24/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,37,28.091,82.026,2021,83,3.08,14.08,7.27,4.94,80.75,0.06,3.46,254.56,0.54,0.51
3/24/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,45,28.07,82.097,2021,83,3.08,14.08,7.27,4.94,80.75,0.06,3.46,254.56,0.54,0.51
3/24/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,19,28.091,82.046,2021,83,3.08,14.08,7.27,4.94,80.75,0.06,3.46,254.56,0.54,0.51
3/24/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,27,28.086,82.01,2021,83,3.08,14.08,7.27,4.94,80.75,0.06,3.46,254.56,0.54,0.51
3/24/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,72,28.106,81.989,2021,83,3.08,14.08,7.27,4.94,80.75,0.06,3.46,254.56,0.54,0.51
3/24/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,43,28.099,82.005,2021,83,3.08,14.08,7.27,4.94,80.75,0.06,3.46,254.56,0.54,0.51
3/24/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,21,28.098,82.009,2021,83,3.08,14.08,7.27,4.94,80.75,0.06,3.46,254.56,0.54,0.51
3/22/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,40,28.226,81.92,2021,81,0.0,10.43,4.59,3.78,76.56,0.12,4.01,314.81,0.54,0.51
3/25/2021,Lumbini,Banke,Kohalpur,2,Banke National Park,59,28.252,81.722,2021,84,2.62,13.71,7.5,5.19,82.12,0.05,2.59,271.44,0.53,0.51
3/25/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,66,28.205,81.924,2021,84,2.62,13.71,7.5,5.19,82.12,0.05,2.59,271.44,0.53,0.51
3/25/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,64,28.173,81.888,2021,84,2.62,13.71,7.5,5.19,82.12,0.05,2.59,271.44,0.53,0.51
3/25/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,62,28.176,81.908,2021,84,2.62,13.71,7.5,5.19,82.12,0.05,2.59,271.44,0.53,0.51
3/25/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,42,28.07,82.075,2021,84,2.62,13.71,7.5,5.19,82.12,0.05,2.59,271.44,0.53,0.51
3/25/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,34,28.061,82.077,2021,84,2.62,13.71,7.5,5.19,82.12,0.05,2.59,271.44,0.53,0.51
3/25/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,74,28.058,82.119,2021,84,2.62,13.71,7.5,5.19,82.12,0.05,2.59,271.44,0.53,0.51
3/25/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,80,28.059,82.129,2021,84,2.62,13.71,7.5,5.19,82.12,0.05,2.59,271.44,0.53,0.51
3/25/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,23,28.085,82.051,2021,84,2.62,13.71,7.5,5.19,82.12,0.05,2.59,271.44,0.53,0.51
3/25/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,54,28.079,82.073,2021,84,2.62,13.71,7.5,5.19,82.12,0.05,2.59,271.44,0.53,0.51
3/26/2021,Lumbini,Banke,Rapti Sonari,9,Banke National Park,32,28.275,81.828,2021,85,3.2,15.28,8.82,5.49,78.81,0.07,3.79,214.44,0.53,0.51
3/26/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,59,28.191,81.954,2021,85,3.2,15.28,8.82,5.49,78.81,0.07,3.79,214.44,0.53,0.51
3/26/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,70,28.165,81.885,2021,85,3.2,15.28,8.82,5.49,78.81,0.07,3.79,214.44,0.53,0.51
3/26/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,64,28.071,82.072,2021,85,3.2,15.28,8.82,5.49,78.81,0.07,3.79,214.44,0.53,0.51
3/26/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,74,28.073,81.999,2021,85,3.2,15.28,8.82,5.49,78.81,0.07,3.79,214.44,0.53,0.51
3/26/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,18,28.054,82.121,2021,85,3.2,15.28,8.82,5.49,78.81,0.07,3.79,214.44,0.53,0.51
3/27/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,48,28.047,82.108,2021,86,1.99,8.77,6.05,4.76,82.38,3.32,7.37,244.06,0.57,0.51
3/27/2021,Lumbini,Banke,Rapti Sonari,8,Banke National Park,41,28.213,81.876,2021,86,1.99,8.77,6.05,4.76,82.38,3.32,7.37,244.06,0.57,0.51
3/27/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,46,28.085,81.983,2021,86,1.99,8.77,6.05,4.76,82.38,3.32,7.37,244.06,0.57,0.51
3/28/2021,Lumbini,Banke,Rapti Sonari,8,Banke National Park,49,28.23,81.863,2021,87,1.0,11.95,6.52,4.76,81.25,0.99,6.55,235.44,0.55,0.51
3/28/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,53,28.04,82.105,2021,87,1.0,11.95,6.52,4.76,81.25,0.99,6.55,235.44,0.55,0.51
3/28/2021,Lumbini,Banke,Rapti Sonari,9,Banke National Park,74,28.224,81.834,2021,87,1.0,11.95,6.52,4.76,81.25,0.99,6.55,235.44,0.55,0.51
3/28/2021,Lumbini,Banke,Rapti Sonari,8,Banke National Park,28,28.223,81.844,2021,87,1.0,11.95,6.52,4.76,81.25,0.99,6.55,235.44,0.55,0.51
3/28/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,76,28.132,81.957,2021,87,1.0,11.95,6.52,4.76,81.25,0.99,6.55,235.44,0.55,0.51
3/28/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,45,28.13,81.967,2021,87,1.0,11.95,6.52,4.76,81.25,0.99,6.55,235.44,0.55,0.51
3/20/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,49,28.052,82.135,2021,79,-4.25,5.06,1.05,2.69,68.5,0.41,4.41,236.94,0.55,0.52
3/21/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,47,28.228,81.913,2021,80,1.05,10.23,5.57,4.09,75.44,0.78,6.93,312.56,0.55,0.52
3/21/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,54,28.048,82.121,2021,80,1.05,10.23,5.57,4.09,75.44,0.78,6.93,312.56,0.55,0.52
3/21/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,56,28.049,82.137,2021,80,1.05,10.23,5.57,4.09,75.44,0.78,6.93,312.56,0.55,0.52
3/19/2021,Lumbini,Banke,Rapti Sonari,8,Banke National Park,68,28.198,81.864,2021,78,-4.38,5.38,0.19,2.93,79.25,0.57,4.51,39.06,0.55,0.52
3/19/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,31,28.045,82.161,2021,78,-4.38,5.38,0.19,2.93,79.25,0.57,4.51,39.06,0.55,0.52
3/1/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,68,28.149,81.875,2021,60,1.06,7.65,3.7,4.33,89.56,0.18,1.3,234.62,0.54,0.51
4/14/2021,Lumbini,Banke,Rapti Sonari,1,Banke National Park,66,28.028,82.104,2021,104,-0.25,7.75,3.51,3.48,74.75,0.2,3.69,242.06,0.54,0.52
4/14/2021,Lumbini,Banke,Baijanath,1,Banke National Park,59,28.288,81.701,2021,104,-0.25,7.75,3.51,3.48,74.75,0.2,3.69,242.06,0.54,0.52
4/14/2021,Lumbini,Banke,Kohalpur,13,Banke National Park,62,28.227,81.738,2021,104,-0.25,7.75,3.51,3.48,74.75,0.2,3.69,242.06,0.54,0.52
4/14/2021,Lumbini,Banke,Rapti Sonari,9,Banke National Park,83,28.187,81.772,2021,104,-0.25,7.75,3.51,3.48,74.75,0.2,3.69,242.06,0.54,0.52
4/14/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,53,28.146,81.872,2021,104,-0.25,7.75,3.51,3.48,74.75,0.2,3.69,242.06,0.54,0.52
4/15/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,72,28.141,81.874,2021,105,-1.74,8.77,4.16,3.3,69.5,0.02,3.8,47.12,0.54,0.51
4/15/2021,Lumbini,Banke,Rapti Sonari,2,Banke National Park,46,28.134,81.85,2021,105,-1.74,8.77,4.16,3.3,69.5,0.02,3.8,47.12,0.54,0.51
